gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
476861450	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Mamm:24005	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis	mearnsi	SUBSPECIES	Felis pardalis mearnsi J.A.Allen, 1904	Felis pardalis mearnsi J. A. Allen, 1904	J. A. Allen, 1904	CR	Turrialba	Cartago	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	9.90638	-83.68072	1595.0	1.0E-5					1928			1928	6164577	2434982	PRESERVED_SPECIMEN	MCZ	Mamm	24005		[no agent data]		CC_BY_NC_4_0	President and Fellows of Harvard College	Samuel Kress			2024-05-18T07:18:24.864Z		RECORDED_DATE_MISMATCH;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
476861446	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Mamm:5718	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis	mearnsi	SUBSPECIES	Felis pardalis mearnsi J.A.Allen, 1904	Felis pardalis mearnsi J. A. Allen, 1904	J. A. Allen, 1904	CR	Talamanca	Limón	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	9.51604	-83.02503	53031.0	1.0E-5									6164577	2434982	PRESERVED_SPECIMEN	MCZ	Mamm	5718		[no agent data]		CC_BY_NC_4_0	President and Fellows of Harvard College	William More Gabb			2024-05-18T07:16:03.845Z		RECORDED_DATE_MISMATCH;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
476861445	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Mamm:5717	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis	mearnsi	SUBSPECIES	Felis pardalis mearnsi J.A.Allen, 1904	Felis pardalis mearnsi J. A. Allen, 1904	J. A. Allen, 1904	CR	Talamanca	Limón	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	9.51604	-83.02503	53031.0	1.0E-5									6164577	2434982	PRESERVED_SPECIMEN	MCZ	Mamm	5717		[no agent data]		CC_BY_NC_4_0	President and Fellows of Harvard College	William More Gabb			2024-05-18T07:16:02.476Z		RECORDED_DATE_MISMATCH;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
476859057	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Mamm:24004	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis	mearnsi	SUBSPECIES	Felis pardalis mearnsi J.A.Allen, 1904	Felis pardalis mearnsi J. A. Allen, 1904	J. A. Allen, 1904	CR	Turrialba	Cartago	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	9.90638	-83.68072	1595.0	1.0E-5					1928			1928	6164577	2434982	PRESERVED_SPECIMEN	MCZ	Mamm	24004		[no agent data]		CC_BY_NC_4_0	President and Fellows of Harvard College	Samuel Kress			2024-05-18T07:18:27.004Z		RECORDED_DATE_MISMATCH;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
476843830	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Mamm:BOM-5359	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis	mearnsi	SUBSPECIES	Felis pardalis mearnsi J.A.Allen, 1904	Felis pardalis mearnsi J. A. Allen, 1904	J. A. Allen, 1904	CR	Talamanca	Limón	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	9.51604	-83.02503	53031.0	1.0E-5									6164577	2434982	PRESERVED_SPECIMEN	MCZ	Mamm	BOM-5359		[no agent data]		CC_BY_NC_4_0	President and Fellows of Harvard College	W. M. Gebb			2024-05-18T07:19:39.390Z		RECORDED_DATE_MISMATCH;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
476843829	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Mamm:BOM-5358	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus wiedii	nicaraguae	SUBSPECIES	Felis wiedii nicaraguae (J.A.Allen, 1919)	Felis wiedii nicaraguae (J. A. Allen, 1919)	(J. A. Allen, 1919)	CR	Talamanca	Limón	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	9.51604	-83.02503	53031.0	1.0E-5									6164541	2434950	PRESERVED_SPECIMEN	MCZ	Mamm	BOM-5358		[no agent data]		CC_BY_NC_4_0	President and Fellows of Harvard College	William More Gabb			2024-05-18T07:19:39.533Z		RECORDED_DATE_MISMATCH;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
476813558	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Mamm:5719	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis	mearnsi	SUBSPECIES	Felis pardalis mearnsi J.A.Allen, 1904	Felis pardalis mearnsi J. A. Allen, 1904	J. A. Allen, 1904	CR	Talamanca	Limón	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	9.51604	-83.02503	53031.0	1.0E-5									6164577	2434982	PRESERVED_SPECIMEN	MCZ	Mamm	5719		[no agent data]		CC_BY_NC_4_0	President and Fellows of Harvard College	William More Gabb			2024-05-18T07:16:03.852Z		RECORDED_DATE_MISMATCH;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
4607518482	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/203744223	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus tigrinus	oncilla	SUBSPECIES	Leopardus tigrinus oncilla (Thomas, 1903)	Leopardus tigrinus oncilla		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.219141	-84.630517	31199.0						2024-03-11T20:16	11	3	2024	6164564	2434930	HUMAN_OBSERVATION	iNaturalist	Observations	203744223		seth_beaudreault	2024-03-24T15:05:49	CC_BY_NC_4_0	seth_beaudreault	seth_beaudreault			2024-05-13T13:03:50.990Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4607310762	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/206266486	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.76312	-83.358795	31271.0						2024-01-08T20:12	8	1	2024	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	206266486		capepolly	2024-04-09T16:13:44	CC_BY_NC_4_0	capepolly	capepolly			2024-05-13T11:54:39.778Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4607254575	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/206241650	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma yagouaroundi		SPECIES	Herpailurus yagouaroundi (É.Geoffroy Saint-Hilaire, 1803)	Herpailurus yagouaroundi		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.679468	-83.382462	31271.0						2024-01-11T16:21	11	1	2024	5787224	2435146	HUMAN_OBSERVATION	iNaturalist	Observations	206241650		capepolly	2024-04-09T13:22:59	CC_BY_NC_4_0	capepolly	capepolly			2024-05-13T12:23:52.432Z	StillImage	COORDINATE_ROUNDED;TAXON_MATCH_TAXON_ID_IGNORED
4607093647	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/205165106	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		San José	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.792303	-84.430545	31227.0						2024-03-24T23:11	24	3	2024	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	205165106		Diego Lobo Montoya	2024-04-02T23:49:07	CC_BY_NC_4_0	Diego Lobo Montoya	Diego Lobo Montoya			2024-05-13T11:56:42.128Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4607073843	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/201847506	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus wiedii		SPECIES	Leopardus wiedii (Schinz, 1821)	Leopardus wiedii		CR		Alajuela	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.555221	-84.761969	31189.0						2024-03-09T11:44	9	3	2024	2434950	2434950	HUMAN_OBSERVATION	iNaturalist	Observations	201847506		Bryan Ramírez	2024-03-09T23:04:36	CC_BY_NC_4_0	Bryan Ramírez	Bryan Ramírez			2024-05-13T12:07:46.943Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4600125347	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/203744908	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.32483	-84.754684	31199.0						2024-03-05T17:27	5	3	2024	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	203744908		seth_beaudreault	2024-03-24T15:11:24	CC_BY_NC_4_0	seth_beaudreault	seth_beaudreault			2024-05-13T11:33:49.875Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4600089519	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/203474911	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Alajuela	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.514238	-84.685433	29.0						2021-04-09T15:56:34	9	4	2021	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	203474911		zachtim77	2024-03-22T15:02:59	CC_BY_NC_4_0	zachtim77	zachtim77			2024-05-13T11:37:15.705Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4599973338	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/203744668	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Puntarenas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.22839	-84.655167	31199.0						2024-01-25T07:16	25	1	2024	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	203744668		seth_beaudreault	2024-03-24T15:09:35	CC_BY_NC_4_0	seth_beaudreault	seth_beaudreault			2024-05-13T13:01:49.411Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4599905501	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/203421425	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR		Alajuela	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.028272	-84.470609	174.0						2024-03-20T07:26	20	3	2024	2435099	2435099	HUMAN_OBSERVATION	iNaturalist	Observations	203421425		Arthur de Jesús Chavarría Pérez	2024-03-22T01:28:03	CC_BY_4_0	Arthur de Jesús Chavarría Pérez	Arthur de Jesús Chavarría Pérez			2024-05-13T12:50:56.541Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4599885498	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/203474687	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Heredia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.26186	-84.084341	31199.0						2021-04-10T13:20:47	10	4	2021	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	203474687		zachtim77	2024-03-22T15:01:21	CC_BY_NC_4_0	zachtim77	zachtim77			2024-05-13T12:27:27.168Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4597514519	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/202301749	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma yagouaroundi		SPECIES	Herpailurus yagouaroundi (É.Geoffroy Saint-Hilaire, 1803)	Herpailurus yagouaroundi		CR		Guanacaste	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.123555	-85.793983							2024-03-01T16:17:15	1	3	2024	5787224	2435146	HUMAN_OBSERVATION	iNaturalist	Observations	202301749		C Hewitt	2024-03-13T18:31:49	CC_BY_NC_4_0	Roberto	Roberto			2024-05-13T11:39:24.810Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
45869665	847e2306-f762-11e1-a439-00145eb45e9a	urn:catalog:LSUMZ:Mammals:13378	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus tigrinus		SPECIES	Leopardus tigrinus (Schreber, 1775)	Leopardus tigrinus		CR	Ca. 4 km SW Cerro Chirripo	San José Province	PRESENT		c361e830-181e-11da-9544-b8a03c50a862	9.474	-83.526							1967-05-15	15	5	1967	2434930	2434930	PRESERVED_SPECIMEN	LSUMZ	Mammals	13378				CC0_1_0		Gardner, Alfred L.		native	2024-04-29T09:22:21.139Z		INSTITUTION_COLLECTION_MISMATCH
45869664	847e2306-f762-11e1-a439-00145eb45e9a	urn:catalog:LSUMZ:Mammals:13377	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus tigrinus		SPECIES	Leopardus tigrinus (Schreber, 1775)	Leopardus tigrinus		CR	La Piedra	San José Province	PRESENT		c361e830-181e-11da-9544-b8a03c50a862	9.5	-83.667							1967-02-01	1	2	1967	2434930	2434930	PRESERVED_SPECIMEN	LSUMZ	Mammals	13377				CC0_1_0		Gardner, Alfred L.		native	2024-04-29T09:22:21.138Z		INSTITUTION_COLLECTION_MISMATCH
45869301	847e2306-f762-11e1-a439-00145eb45e9a	urn:catalog:LSUMZ:Mammals:10219	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	14 km NE Potrero Grande	Puntarenas Province	PRESENT		c361e830-181e-11da-9544-b8a03c50a862	9.106	-83.093							1965-06-28	28	6	1965	2434982	2434982	PRESERVED_SPECIMEN	LSUMZ	Mammals	10219				CC0_1_0		Arnold, Keith A.		native	2024-04-29T09:22:15.689Z		INSTITUTION_COLLECTION_MISMATCH
45869265	847e2306-f762-11e1-a439-00145eb45e9a	urn:catalog:LSUMZ:Mammals:9289	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	Gromaco, 15 km ESE Potrero Grande	Puntarenas Province	PRESENT		c361e830-181e-11da-9544-b8a03c50a862	8.965	-83.057							1963-02-03	3	2	1963	2434982	2434982	PRESERVED_SPECIMEN	LSUMZ	Mammals	9289				CC0_1_0				native	2024-04-29T09:22:17.627Z		INSTITUTION_COLLECTION_MISMATCH
4536012323	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/201020269	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Limón	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.556402	-83.449484	31189.0						2024-02-09T11:45	9	2	2024	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	201020269		cccrll	2024-03-02T16:44:41	CC_BY_NC_4_0	cccrll	cccrll			2024-05-13T11:47:53.552Z	StillImage	COORDINATE_ROUNDED;TAXON_MATCH_TAXON_ID_IGNORED
4536010783	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/201175465	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Guanacaste	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.347867	-85.334228	4.0						2024-03-03T08:08:27	3	3	2024	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	201175465		cco0019	2024-03-03T21:01:06	CC_BY_NC_4_0	cco0019	cco0019			2024-05-13T11:58:20.090Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4535999690	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/201134017	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR		Guanacaste	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.347842	-85.334288	16.0						2024-03-03T08:04:58	3	3	2024	2434982	2434982	HUMAN_OBSERVATION	iNaturalist	Observations	201134017		nobonesl	2024-03-03T16:25:12	CC_BY_NC_4_0	nobonesl	nobonesl			2024-05-13T11:58:19.785Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4535995319	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/201020268	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR		Limón	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.469183	-83.548497	31189.0						2024-02-09T11:42	9	2	2024	5219426	5219426	HUMAN_OBSERVATION	iNaturalist	Observations	201020268		cccrll	2024-03-02T16:44:08	CC_BY_NC_4_0	cccrll	cccrll			2024-05-13T11:50:59.068Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
